DEP_DELAY,OP_CARRIER,OP_CARRIER_FL_NUM,FL_YEAR,FL_MONTH,FL_DAY,FL_WEEK,ORIGIN_INDEX,DEST_INDEX,ORIGIN_TIER,DEST_TIER,CRS_DEP_TIME_MIN,CRS_ARR_TIME_MIN,CRS_ELAPSED_TIME,FLIGHTS,PREV_DEP_DELAY,PREV_ARR_DELAY,PREV_TIME_GAP,ORIGIN_CUM_DELAY_2H,O_TEMP,O_PRCP,O_WSPD,D_TEMP,D_PRCP,D_WSPD,O_LATITUDE,O_LONGITUDE,D_LATITUDE,D_LONGITUDE,TAIL_NUM
-11.0,9E,5462,2024,10,15,2,ABE,ATL,2,3,360,495,135.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.651773,-75.442797,33.6367,-84.428101,N376CA
-11.0,OH,5204,2024,10,15,2,ABE,CLT,2,3,371,489,118.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.651773,-75.442797,35.2140007019043,-80.94309997558594,N576NN
-9.0,OH,5055,2024,10,15,2,ABE,CLT,2,3,495,613,118.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.2,0.0,5.4,40.651773,-75.442797,35.2140007019043,-80.94309997558594,N547NN
13.0,OH,5052,2024,10,15,2,ABE,CLT,2,3,718,835,117.0,1.0,48.0,19.0,31.0,0.0,3.3,0.0,11.2,10.6,0.0,5.4,40.651773,-75.442797,35.2140007019043,-80.94309997558594,N551NN
-4.0,9E,5241,2024,10,15,2,ABE,ATL,2,3,743,875,132.0,1.0,-4.0,-6.0,81.0,13.0,4.4,0.0,9.4,10.6,0.0,5.4,40.651773,-75.442797,33.6367,-84.428101,N300PQ
49.0,OH,5502,2024,10,15,2,ABE,CLT,2,3,1045,1162,117.0,1.0,94.0,85.0,100.0,0.0,12.8,0.0,24.1,16.1,0.0,7.6,40.651773,-75.442797,35.2140007019043,-80.94309997558594,N522AE
-6.0,9E,5246,2024,10,15,2,ABE,ATL,2,3,1075,1209,134.0,1.0,-3.0,-10.0,40.0,49.0,12.8,0.0,24.1,18.9,0.0,13.0,40.651773,-75.442797,33.6367,-84.428101,N314PQ
-13.0,G4,1310,2024,10,15,2,ABE,SFB,2,3,1268,1416,148.0,1.0,-10.0,-16.0,90.0,0.0,12.2,0.0,14.8,0.0,0.0,0.0,40.651773,-75.442797,28.774277,-81.234626,223NV
-9.0,MQ,3492,2024,10,15,2,ABI,DFW,2,3,319,380,61.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.4113006592,-99.6819000244,32.896801,-97.038002,N289MW
-10.0,MQ,4039,2024,10,15,2,ABI,DFW,2,3,615,679,64.0,1.0,-7.0,-16.0,79.0,0.0,18.3,0.0,0.0,17.8,0.0,7.6,32.4113006592,-99.6819000244,32.896801,-97.038002,N299JJ
